Chromosome,Start,End,GeneName,BigWigFile,MethylationSignal
chr1,204506527,204506599,TRK-TTT3-2,ENCFF437OMV_blood_WGBS.bigWig,"[0.0, 0.0, 0.0, 6.666666507720947, 0.0, nan, nan, nan, 0.0, 0.0, nan, 0.0, nan, 0.0, nan, 0.0, 0.0, 0.0, nan, nan, 0.0, nan, 0.0, 0.0, nan, nan, 0.0, nan, 0.0, nan, 0.0, nan, nan, nan, nan, nan, nan, nan, 0.0, nan, 0.0, nan, 0.0, 0.0, 5.55555534362793, nan, 0.0, 2.17391300201416, nan, 0.0, 0.0, 0.0, nan, nan, 2.2727272510528564, nan, nan, 0.0, nan, 0.0, 0.0, 0.0, nan, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 4.761904716491699]"
chr1,204506527,204506599,TRK-TTT3-2,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, 24.0, 12.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 26.0, 15.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 27.0, 17.0, nan, nan, 26.0, 18.0]"
chr1,16872583,16872654,TRE-TTC3-1,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.0, 3.0, nan, 3.0, 3.0, nan, nan, nan, nan, nan, nan, nan, 3.0, 2.0, nan, 3.0, 3.0, 2.0, 3.0, nan, nan, nan, 2.0, 3.0, nan, nan, nan, nan, 3.0, 3.0, nan, nan, nan, nan, nan, 2.0, 3.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr1,16872583,16872654,TRE-TTC3-1,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.0, 10.0, nan, 1.0, 9.0, nan, nan, nan, nan, nan, nan, nan, 1.0, 10.0, nan, nan, 9.0, nan, 10.0, nan, nan, nan, nan, 13.0, nan, nan, nan, nan, nan, 12.0, nan, nan, nan, nan, nan, nan, 12.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr1,16872583,16872654,TRE-TTC3-1,ENCFF437OMV_blood_WGBS.bigWig,"[0.0, 0.0, 0.0, nan, 0.0, 4.545454502105713, nan, 4.545454502105713, 0.0, nan, 0.0, nan, nan, 0.0, nan, 0.0, 0.0, 0.0, nan, nan, 0.0, 4.34782600402832, nan, nan, nan, 93.10344696044922, 95.65217590332031, 4.761904716491699, 100.0, 95.45454406738281, 0.0, nan, nan, nan, 0.0, nan, 0.0, 82.75862121582031, 100.0, 0.0, 96.66666412353516, 100.0, 90.0, 96.15384674072266, 0.0, 0.0, 0.0, 100.0, 88.88888549804688, 3.7037036418914795, 0.0, nan, nan, 95.83333587646484, 96.29629516601562, nan, nan, nan, 0.0, 4.0, 68.0, 74.0740737915039, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, nan, nan]"
chr1,16872583,16872654,TRE-TTC3-1,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 6.0, 9.0, nan, 5.0, 9.0, nan, nan, nan, nan, nan, nan, nan, 4.0, 10.0, nan, 4.0, 11.0, 4.0, 11.0, nan, nan, nan, 4.0, 12.0, nan, nan, nan, nan, 4.0, 12.0, nan, nan, nan, nan, nan, 5.0, 12.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr1,16545939,16546009,TRG1,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, 13.0, 7.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 12.0, 7.0, nan, nan, nan, nan, nan, nan, nan, 14.0, 5.0, 14.0, 5.0, nan, nan, nan, nan, nan, nan, nan, 15.0, 5.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr1,16545939,16546009,TRG1,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 21.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 24.0, nan, nan, nan, nan, nan, nan, nan, nan, 26.0, nan, 26.0, nan, nan, nan, nan, nan, nan, nan, nan, 28.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr1,16545939,16546009,TRG1,ENCFF437OMV_blood_WGBS.bigWig,"[0.0, 0.0, nan, nan, nan, 0.0, 0.0, 0.0, 26.66666603088379, 20.689655303955078, 0.0, 0.0, nan, nan, nan, nan, 0.0, nan, nan, 0.0, 3.125, 62.5, 72.0, 0.0, 0.0, nan, 0.0, nan, 0.0, 3.225806474685669, 62.5, 68.96551513671875, 62.5, 71.42857360839844, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 51.42856979370117, 57.14285659790039, nan, 0.0, nan, nan, nan, nan, 0.0, nan, nan, 0.0, 4.878048896789551, nan, 0.0, nan, 0.0, nan, nan, 0.0, 0.0, nan, 0.0, 2.3255813121795654, nan, nan, nan, 0.0, 0.0]"
chr1,16545939,16546009,TRG1,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, 10.0, 10.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 11.0, 10.0, nan, nan, nan, nan, nan, nan, nan, 12.0, 11.0, 13.0, 11.0, nan, nan, nan, nan, nan, nan, nan, 13.0, 9.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr6,28695932,28696003,TRA-CGC5-1-001,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 4.0, 9.0, nan, nan, nan, nan, nan, nan, 6.0, 13.0, nan, nan, nan, nan, nan, nan, nan, 6.0, 15.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr6,28695932,28696003,TRA-CGC5-1-001,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 8.0, nan, nan, nan, nan, nan, nan, nan, 7.0, nan, nan, nan, nan, nan, nan, nan, nan, 6.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr6,28695932,28696003,TRA-CGC5-1-001,ENCFF437OMV_blood_WGBS.bigWig,"[3.7037036418914795, 0.0, nan, 0.0, 0.0, nan, nan, 0.0, 0.0, nan, 0.0, 0.0, 0.0, nan, nan, nan, 12.903225898742676, nan, nan, 0.0, 3.7037036418914795, nan, 2.941176414489746, 0.0, 0.0, nan, 0.0, 0.0, nan, 96.15384674072266, 94.11764526367188, nan, nan, 0.0, nan, nan, 0.0, 92.30769348144531, 100.0, nan, nan, 0.0, 0.0, nan, nan, 88.88888549804688, 100.0, 94.59459686279297, 3.3333332538604736, nan, 0.0, nan, nan, 0.0, 3.3333332538604736, nan, 0.0, nan, 0.0, nan, nan, 0.0, nan, nan, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 0.0]"
chr6,28695932,28696003,TRA-CGC5-1-001,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 14.0, 16.0, nan, nan, nan, nan, nan, nan, 15.0, 17.0, nan, nan, nan, nan, nan, nan, nan, 15.0, 16.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr1,16678271,16678341,tRNA-Gly-CCC-4-1,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, 15.0, 2.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.0, 1.0, nan, nan, nan, nan, nan, nan, nan, 14.0, 2.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 13.0, 2.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.0, 4.0, nan]"
chr1,16678271,16678341,tRNA-Gly-CCC-4-1,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, 2.0, 20.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 18.0, nan, nan, nan, nan, nan, nan, nan, nan, 18.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 18.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 14.0, nan]"
chr1,16678271,16678341,tRNA-Gly-CCC-4-1,ENCFF437OMV_blood_WGBS.bigWig,"[0.0, 0.0, nan, 0.0, nan, 7.142857074737549, 0.0, 0.0, 3.125, 0.0, 0.0, 0.0, nan, nan, nan, nan, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, nan, 0.0, 0.0, 5.405405521392822, 26.66666603088379, 0.0, nan, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 52.94117736816406, 29.41176414489746, nan, 0.0, nan, nan, nan, nan, 0.0, nan, nan, 0.0, 0.0, nan, 0.0, nan, nan, nan, nan, 0.0, 0.0, nan, 0.0, 4.878048896789551, nan, nan, 56.09756088256836, 77.2727279663086, 0.0]"
chr1,16678271,16678341,tRNA-Gly-CCC-4-1,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, 13.0, 5.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 13.0, 3.0, nan, nan, nan, nan, nan, nan, nan, 12.0, 5.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 13.0, 5.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.0, 7.0, nan]"
chr1,146035692,146035763,tRNA-Glu-CTC-1-2,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 5.0, 3.0, nan, 5.0, 3.0, nan, nan, nan, nan, nan, nan, nan, 6.0, 4.0, nan, 6.0, 2.0, 5.0, 4.0, nan, nan, nan, 6.0, 3.0, nan, nan, nan, nan, 7.0, 4.0, nan, nan, nan, nan, nan, 7.0, 3.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr1,146035692,146035763,tRNA-Glu-CTC-1-2,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 6.0, 20.0, nan, 5.0, 21.0, nan, nan, nan, nan, nan, nan, nan, 3.0, 23.0, nan, 3.0, 22.0, 3.0, 22.0, nan, nan, nan, 2.0, 21.0, nan, nan, nan, nan, 1.0, 20.0, nan, nan, nan, nan, nan, nan, 20.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr1,146035692,146035763,tRNA-Glu-CTC-1-2,ENCFF437OMV_blood_WGBS.bigWig,"[0.0, 0.0, 0.0, nan, 0.0, 0.0, nan, 0.0, 6.666666507720947, nan, 0.0, nan, nan, 0.0, nan, 0.0, 0.0, nan, nan, nan, 0.0, 0.0, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, nan, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.666666507720947, 0.0, 0.0, 0.0, 0.0, nan, nan, 0.0, 0.0, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, nan, 0.0, 0.0, 0.0, nan, nan]"
chr1,146035692,146035763,tRNA-Glu-CTC-1-2,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 9.0, 9.0, nan, 9.0, 7.0, nan, nan, nan, nan, nan, nan, nan, 11.0, 11.0, nan, 13.0, 9.0, 12.0, 11.0, nan, nan, nan, 13.0, 12.0, nan, nan, nan, nan, 14.0, 11.0, nan, nan, nan, nan, nan, 14.0, 12.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr6,57800211,57800284,tRNA-Ile-AAT-12-1,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, 9.0, 6.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 8.0, 6.0, nan, nan, nan, nan, nan, nan, nan, 7.0, 6.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 8.0, 5.0, nan, nan, nan, nan, nan, nan, nan, 8.0, 4.0, 9.0, 4.0, nan, nan, nan, nan, 12.0, 4.0, nan, nan, nan, nan, nan, 13.0, 4.0, nan, nan, nan, 12.0, 4.0, nan, nan, nan, nan]"
chr6,57800211,57800284,tRNA-Ile-AAT-12-1,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, 40.0, 7.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 31.0, 8.0, nan, nan, nan, nan, nan, nan, nan, 30.0, 9.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 28.0, 10.0, nan, nan, nan, nan, nan, nan, nan, 19.0, 10.0, 19.0, 10.0, nan, nan, nan, nan, 18.0, 10.0, nan, nan, nan, nan, nan, 14.0, 12.0, nan, nan, nan, 12.0, 12.0, nan, nan, nan, nan]"
chr6,57800211,57800284,tRNA-Ile-AAT-12-1,ENCFF437OMV_blood_WGBS.bigWig,"[0.0, 0.0, 100.0, 93.33333587646484, 0.0, nan, nan, nan, 0.0, 0.0, nan, 0.0, nan, 0.0, nan, 97.22222137451172, 100.0, 0.0, nan, nan, nan, 0.0, nan, 0.0, 91.89189147949219, 100.0, nan, 0.0, 0.0, nan, 0.0, 5.55555534362793, nan, nan, nan, nan, nan, nan, 85.71428680419922, 100.0, 0.0, 2.941176414489746, nan, nan, 0.0, 0.0, nan, 91.42857360839844, 100.0, 83.78378295898438, 100.0, 9.090909004211426, 0.0, nan, nan, 96.96969604492188, 100.0, nan, nan, 0.0, 0.0, 3.125, 100.0, 100.0, nan, 0.0, 0.0, 100.0, 83.33333587646484, 0.0, nan, 0.0, nan]"
chr6,57800211,57800284,tRNA-Ile-AAT-12-1,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, 16.0, 12.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.0, 11.0, nan, nan, nan, nan, nan, nan, nan, 18.0, 11.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.0, 11.0, nan, nan, nan, nan, nan, nan, nan, 20.0, 8.0, 20.0, 9.0, nan, nan, nan, nan, 19.0, 7.0, nan, nan, nan, nan, nan, 20.0, 9.0, nan, nan, nan, 21.0, 9.0, nan, nan, nan, nan]"
chr1,161523847,161523917,tRNA-Gly-GCC-2-4,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, 20.0, 9.0, nan, nan, nan, nan, nan, 19.0, 10.0, nan, nan, nan, nan, 20.0, 8.0, nan, nan, nan, nan, nan, nan, nan, 19.0, 10.0, 20.0, 11.0, nan, nan, nan, nan, nan, nan, nan, 17.0, 11.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr1,161523847,161523917,tRNA-Gly-GCC-2-4,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, 9.0, 9.0, nan, nan, nan, nan, nan, 9.0, 11.0, nan, nan, nan, nan, 8.0, 12.0, nan, nan, nan, nan, nan, nan, nan, 7.0, 14.0, 5.0, 15.0, nan, nan, nan, nan, nan, nan, nan, 4.0, 16.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr1,161523847,161523917,tRNA-Gly-GCC-2-4,ENCFF437OMV_blood_WGBS.bigWig,"[0.0, 0.0, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, 0.0, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 3.225806474685669, 0.0, nan, 5.882352828979492, nan, nan, nan, nan, 0.0, nan, nan, 0.0, 3.3333332538604736, nan, 0.0, nan, 0.0, nan, nan, 0.0, 3.225806474685669, nan, 0.0, 2.941176414489746, nan, nan, nan, 0.0, 0.0]"
chr1,161523847,161523917,tRNA-Gly-GCC-2-4,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, 31.0, 11.0, nan, nan, nan, nan, nan, 26.0, 12.0, nan, nan, nan, nan, 30.0, 12.0, nan, nan, nan, nan, nan, nan, nan, 30.0, 12.0, 27.0, 11.0, nan, nan, nan, nan, nan, nan, nan, 24.0, 11.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr11,76235513,76235584,tRNA-Pro-AGG-2-4,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, nan, 4.0, 7.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.0, 10.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.0, 11.0, nan, nan, nan, nan, nan, nan, nan, nan, 3.0, 11.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.0, 11.0, nan, nan, 2.0, 15.0, nan, nan, nan, nan, nan]"
chr11,76235513,76235584,tRNA-Pro-AGG-2-4,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, 2.0, 6.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, 8.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, 15.0, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, 20.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, 25.0, nan, nan, 1.0, 25.0, nan, nan, nan, nan, nan]"
chr11,76235513,76235584,tRNA-Pro-AGG-2-4,ENCFF437OMV_blood_WGBS.bigWig,"[0.0, 0.0, nan, 0.0, 5.55555534362793, nan, nan, 0.0, 0.0, nan, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, 0.0, nan, nan, nan, 0.0, nan, 0.0, 0.0, 0.0, nan, nan, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, nan, 0.0, nan, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, 0.0, nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0]"
chr11,76235513,76235584,tRNA-Pro-AGG-2-4,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, nan, 8.0, 11.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 8.0, 16.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 8.0, 18.0, nan, nan, nan, nan, nan, nan, nan, nan, 7.0, 17.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 6.0, 19.0, nan, nan, 7.0, 21.0, nan, nan, nan, nan, nan]"
chr1,121016845,121016915,TRG-CCC6-1,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, 7.0, 6.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 7.0, 7.0, nan, nan, nan, nan, nan, nan, nan, 7.0, 5.0, 8.0, 6.0, nan, nan, nan, nan, nan, nan, nan, 9.0, 5.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr1,121016845,121016915,TRG-CCC6-1,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, 11.0, 18.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 7.0, 18.0, nan, nan, nan, nan, nan, nan, nan, 7.0, 20.0, 7.0, 18.0, nan, nan, nan, nan, nan, nan, nan, 6.0, 20.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr1,121016845,121016915,TRG-CCC6-1,ENCFF437OMV_blood_WGBS.bigWig,"[nan, nan, 0.0, nan, nan, 0.0, nan, 0.0, 0.0, 10.0, 0.0, 0.0, nan, nan, nan, nan, 0.0, nan, nan, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, nan, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 5.263157844543457, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0, nan, 0.0, nan, nan, nan, nan, 0.0, nan, nan, 0.0, 0.0, nan, 0.0, nan, 0.0, nan, nan, 0.0, 0.0, nan, 5.0, 0.0, nan, 0.0, nan, 0.0, 0.0]"
chr1,121016845,121016915,TRG-CCC6-1,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, 18.0, 19.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 22.0, 20.0, nan, nan, nan, nan, nan, nan, nan, 22.0, 20.0, 21.0, 23.0, nan, nan, nan, nan, nan, nan, nan, 17.0, 23.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr12,124939966,124940037,TRA-TGC4-1,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.0, 3.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.0, 3.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.0, 3.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.0, 3.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr12,124939966,124940037,TRA-TGC4-1,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 10.0, 13.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 10.0, 22.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 12.0, 32.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 12.0, 33.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr12,124939966,124940037,TRA-TGC4-1,ENCFF437OMV_blood_WGBS.bigWig,"[0.0, 0.0, 0.0, nan, nan, 0.0, nan, nan, 0.0, 0.0, nan, 0.0, nan, 0.0, nan, 0.0, 0.0, nan, nan, 0.0, nan, 0.0, 0.0, 9.090909004211426, 0.0, nan, nan, 0.0, 0.0, nan, nan, nan, 0.0, 0.0, nan, 0.0, 0.0, nan, nan, nan, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, 0.0, nan, nan, nan, 0.0, 0.0, 0.0, 25.0, 0.0, 14.285714149475098, 10.0, nan, nan, 0.0, nan, 0.0, 0.0, nan]"
chr12,124939966,124940037,TRA-TGC4-1,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 6.0, 5.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 5.0, 5.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 7.0, 5.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 7.0, 5.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr16,3191989,3192060,TRP-AGG1-1,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, nan, 1.0, 3.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.0, 3.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.0, 4.0, nan, nan, nan, nan, nan, nan, nan, nan, 2.0, 4.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.0, 6.0, nan, nan, 2.0, 3.0, nan, nan, nan, nan, nan]"
chr16,3191989,3192060,TRP-AGG1-1,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, 29.0, 6.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 26.0, 6.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 28.0, 7.0, nan, nan, nan, nan, nan, nan, nan, nan, 28.0, 7.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 21.0, 10.0, nan, nan, 21.0, 12.0, nan, nan, nan, nan, nan]"
